KO,COCA-COLA,Equity,1.28,42.44,"1,393,615.00","59,145,020.60","59,145,020.60",Consumer Staples,2206657,US1912161007,New York Stock Exchange Inc.
PEP,PEPSICO INC,Equity,1.25,111.86,"514,734.00","57,578,145.24","57,578,145.24",Consumer Staples,2681511,US7134481081,New York Stock Exchange Inc.
UNH,UNITEDHEALTH GROUP INC,Equity,1.23,164.01,"346,929.00","56,899,825.29","56,899,825.29",Health Care,2917766,US91324P1021,New York Stock Exchange Inc.
IBM,INTERNATIONAL BUSINESS MACHINES CO,Equity,1.17,174.14,"309,561.00","53,906,952.54","53,906,952.54",Information Technology,2005973,US4592001014,New York Stock Exchange Inc.
MO,ALTRIA GROUP INC,Equity,1.08,71.42,"699,463.00","49,955,647.46","49,955,647.46",Consumer Staples,2692632,US02209S1033,New York Stock Exchange Inc.
ORCL,ORACLE CORP,Equity,1.05,44.61,"1,080,908.00","48,219,305.88","48,219,305.88",Information Technology,2661568,US68389X1054,New York Stock Exchange Inc.
AMGN,AMGEN INC,Equity,0.94,164.07,"265,609.00","43,578,468.63","43,578,468.63",Health Care,2023607,US0311621009,NASDAQ
MMM,3M CO,Equity,0.89,191.33,"215,023.00","41,140,350.59","41,140,350.59",Industrials,2595708,US88579Y1010,New York Stock Exchange Inc.
MDT,MEDTRONIC PLC,Equity,0.86,80.56,"493,698.00","39,772,310.88","39,772,310.88",Health Care,BTN1Y11,IE00BTN1Y115,New York Stock Exchange Inc.
SLB,SCHLUMBERGER NV,Equity,0.85,78.1,"502,796.00","39,268,367.60","39,268,367.60",Energy,2779201,AN8068571086,New York Stock Exchange Inc.
WMT,WALMART STORES INC,Equity,0.85,72.08,"543,101.00","39,146,720.08","39,146,720.08",Consumer Staples,2936921,US9311421039,New York Stock Exchange Inc.
MCD,MCDONALDS CORP,Equity,0.83,129.61,"295,376.00","38,283,683.36","38,283,683.36",Consumer Discretionary,2550707,US5801351017,New York Stock Exchange Inc.
MA,MASTERCARD INC CLASS A,Equity,0.83,112.47,"339,792.00","38,216,406.24","38,216,406.24",Information Technology,B121557,US57636Q1040,New York Stock Exchange Inc.
ABBV,ABBVIE INC,Equity,0.81,65.16,"574,854.00","37,457,486.64","37,457,486.64",Health Care,B92SR70,US00287Y1091,New York Stock Exchange Inc.
BA,BOEING,Equity,0.79,176.86,"205,432.00","36,332,703.52","36,332,703.52",Industrials,2108601,US0970231058,New York Stock Exchange Inc.
CELG,CELGENE CORP,Equity,0.76,124.43,"280,580.00","34,912,569.40","34,912,569.40",Health Care,2182348,US1510201049,NASDAQ
HON,HONEYWELL INTERNATIONAL INC,Equity,0.74,124.87,"274,527.00","34,280,186.49","34,280,186.49",Industrials,2020459,US4385161066,New York Stock Exchange Inc.
BMY,BRISTOL MYERS SQUIBB,Equity,0.71,54.38,"603,273.00","32,805,985.74","32,805,985.74",Health Care,2126335,US1101221083,New York Stock Exchange Inc.
GILD,GILEAD SCIENCES INC,Equity,0.69,67.92,"471,402.00","32,017,623.84","32,017,623.84",Health Care,2369174,US3755581036,NASDAQ
PCLN,PRICELINE GROUP INC/THE,Equity,0.68,"1,779.97","17,734.00","31,565,987.98","31,565,987.98",Consumer Discretionary,2779063,US7415034039,NASDAQ
UNP,UNION PACIFIC CORP,Equity,0.67,105.92,"293,501.00","31,087,625.92","31,087,625.92",Industrials,2914734,US9078181081,New York Stock Exchange Inc.
GS,GOLDMAN SACHS GROUP INC,Equity,0.67,229.72,"133,618.00","30,694,726.96","30,694,726.96",Financials,2407966,US38141G1040,New York Stock Exchange Inc.
SBUX,STARBUCKS CORP,Equity,0.67,58.39,"525,618.00","30,690,835.02","30,690,835.02",Consumer Discretionary,2842255,US8552441094,NASDAQ
QCOM,QUALCOMM INC,Equity,0.66,57.34,"532,702.00","30,545,132.68","30,545,132.68",Information Technology,2714923,US7475251036,NASDAQ
UTX,UNITED TECHNOLOGIES CORP,Equity,0.66,112.21,"270,293.00","30,329,577.53","30,329,577.53",Industrials,2915500,US9130171096,New York Stock Exchange Inc.
USB,US BANCORP,Equity,0.64,51.5,"574,317.00","29,577,325.50","29,577,325.50",Financials,2736035,US9029733048,New York Stock Exchange Inc.
LLY,ELI LILLY,Equity,0.64,84.11,"350,181.00","29,453,723.91","29,453,723.91",Health Care,2516152,US5324571083,New York Stock Exchange Inc.
TXN,TEXAS INSTRUMENTS INCORPORATED,Equity,0.63,80.56,"360,527.00","29,044,055.12","29,044,055.12",Information Technology,2885409,US8825081040,NASDAQ
CVS,CVS HEALTH CORP,Equity,0.63,78.5,"369,924.00","29,039,034.00","29,039,034.00",Consumer Staples,2577609,US1266501006,New York Stock Exchange Inc.
AGN,ALLERGAN,Equity,0.63,238.92,"120,902.00","28,885,905.84","28,885,905.84",Health Care,BY9D546,IE00BY9D5467,New York Stock Exchange Inc.
ABT,ABBOTT LABORATORIES,Equity,0.6,44.41,"623,215.00","27,676,978.15","27,676,978.15",Health Care,2002305,US0028241000,New York Stock Exchange Inc.
TWX,TIME WARNER INC,Equity,0.59,97.71,"279,268.00","27,287,276.28","27,287,276.28",Consumer Discretionary,B63QTN2,US8873173038,New York Stock Exchange Inc.
ACN,ACCENTURE PLC,Equity,0.58,119.88,"224,555.00","26,919,653.40","26,919,653.40",Information Technology,B4BNMY3,IE00B4BNMY34,New York Stock Exchange Inc.
UPS,UNITED PARCEL SERVICE INC CLASS B,Equity,0.58,107.3,"248,575.00","26,672,097.50","26,672,097.50",Industrials,2517382,US9113121068,New York Stock Exchange Inc.
NKE,NIKE INC CLASS B,Equity,0.58,55.73,"477,948.00","26,636,042.04","26,636,042.04",Consumer Discretionary,2640147,US6541061031,New York Stock Exchange Inc.
COST,COSTCO WHOLESALE CORP,Equity,0.58,167.69,"158,305.00","26,546,165.45","26,546,165.45",Consumer Staples,2701271,US22160K1051,NASDAQ
LOW,LOWES COMPANIES INC,Equity,0.56,82.21,"312,326.00","25,676,320.46","25,676,320.46",Consumer Discretionary,2536763,US5486611073,New York Stock Exchange Inc.
DOW,DOW CHEMICAL,Equity,0.55,63.54,"402,581.00","25,579,996.74","25,579,996.74",Materials,2278719,US2605431038,New York Stock Exchange Inc.
WBA,WALGREEN BOOTS ALLIANCE,Equity,0.55,83.05,"307,544.00","25,541,529.20","25,541,529.20",Consumer Staples,BTN1Y44,US9314271084,NASDAQ
DD,E I DU PONT DE NEMOURS,Equity,0.54,80.33,"311,813.00","25,047,938.29","25,047,938.29",Materials,2018175,US2635341090,New York Stock Exchange Inc.
LMT,LOCKHEED MARTIN CORP,Equity,0.52,267.6,"90,047.00","24,096,577.20","24,096,577.20",Industrials,2522096,US5398301094,New York Stock Exchange Inc.
MDLZ,MONDELEZ INTERNATIONAL INC CLASS A,Equity,0.51,43.08,"550,581.00","23,719,029.48","23,719,029.48",Consumer Staples,B8CKK03,US6092071058,NASDAQ
CL,COLGATE-PALMOLIVE,Equity,0.51,73.19,"318,410.00","23,304,427.90","23,304,427.90",Consumer Staples,2209106,US1941621039,New York Stock Exchange Inc.
COP,CONOCOPHILLIPS,Equity,0.48,49.87,"445,710.00","22,227,557.70","22,227,557.70",Energy,2685717,US20825C1045,New York Stock Exchange Inc.
MS,MORGAN STANLEY,Equity,0.48,42.84,"518,245.00","22,201,615.80","22,201,615.80",Financials,2262314,US6174464486,New York Stock Exchange Inc.
NEE,NEXTERA ENERGY INC,Equity,0.47,128.37,"168,638.00","21,648,060.06","21,648,060.06",Utilities,2328915,US65339F1012,New York Stock Exchange Inc.
AXP,AMERICAN EXPRESS,Equity,0.47,79.11,"273,040.00","21,600,194.40","21,600,194.40",Financials,2026082,US0258161092,New York Stock Exchange Inc.
BIIB,BIOGEN INC,Equity,0.46,273.42,"77,869.00","21,290,941.98","21,290,941.98",Health Care,2455965,US09062X1037,NASDAQ
AIG,AMERICAN INTERNATIONAL GROUP INC,Equity,0.45,62.43,"335,620.00","20,952,756.60","20,952,756.60",Financials,2027342,US0268747849,New York Stock Exchange Inc.
MET,METLIFE INC,Equity,0.45,52.82,"392,126.00","20,712,095.32","20,712,095.32",Financials,2573209,US59156R1086,New York Stock Exchange Inc.
DUK,DUKE ENERGY CORP,Equity,0.45,82.01,"252,321.00","20,692,845.21","20,692,845.21",Utilities,B7VD3F2,US26441C2044,New York Stock Exchange Inc.
SPG,SIMON PROPERTY GROUP REIT INC,Equity,0.43,172.03,"115,346.00","19,842,972.38","19,842,972.38",Real Estate,2812452,US8288061091,New York Stock Exchange Inc.
CAT,CATERPILLAR INC,Equity,0.43,92.76,"211,520.00","19,620,595.20","19,620,595.20",Industrials,2180201,US1491231015,New York Stock Exchange Inc.
KHC,KRAFT HEINZ,Equity,0.42,90.81,"215,095.00","19,532,776.95","19,532,776.95",Consumer Staples,BYRY499,US5007541064,NASDAQ
GD,GENERAL DYNAMICS CORP,Equity,0.42,187.2,"102,636.00","19,213,459.20","19,213,459.20",Industrials,2365161,US3695501086,New York Stock Exchange Inc.
DHR,DANAHER CORP,Equity,0.41,85.53,"220,030.00","18,819,165.90","18,819,165.90",Health Care,2250870,US2358511028,New York Stock Exchange Inc.
MON,MONSANTO,Equity,0.39,113.2,"158,139.00","17,901,334.80","17,901,334.80",Materials,2654320,US61166W1018,New York Stock Exchange Inc.
SO,SOUTHERN,Equity,0.39,49.78,"357,427.00","17,792,716.06","17,792,716.06",Utilities,2829601,US8425871071,New York Stock Exchange Inc.
BK,BANK OF NEW YORK MELLON CORP,Equity,0.38,47.23,"374,163.00","17,671,718.49","17,671,718.49",Financials,B1Z77F6,US0640581007,New York Stock Exchange Inc.
OXY,OCCIDENTAL PETROLEUM CORP,Equity,0.38,63.36,"275,645.00","17,464,867.20","17,464,867.20",Energy,2655408,US6745991058,New York Stock Exchange Inc.
PYPL,PAYPAL HOLDINGS INC,Equity,0.38,43.02,"405,034.00","17,424,562.68","17,424,562.68",Information Technology,BYW36M8,US70450Y1038,NASDAQ
GM,GENERAL MOTORS,Equity,0.38,35.36,"491,628.00","17,383,966.08","17,383,966.08",Consumer Discretionary,B665KZ5,US37045V1008,New York Stock Exchange Inc.
FDX,FEDEX CORP,Equity,0.37,195.15,"88,430.00","17,257,114.50","17,257,114.50",Industrials,2142784,US31428X1063,New York Stock Exchange Inc.
BLK,BLACKROCK INC.,Equity,0.36,383.51,"43,887.00","16,831,103.37","16,831,103.37",Financials,2494504,US09247X1019,New York Stock Exchange Inc.
F,F MOTOR,Equity,0.36,11.64,"1,407,800.00","16,386,792.00","16,386,792.00",Consumer Discretionary,2615468,US3453708600,New York Stock Exchange Inc.
RTN,RAYTHEON,Equity,0.35,152.5,"105,628.00","16,108,270.00","16,108,270.00",Industrials,2758051,US7551115071,New York Stock Exchange Inc.
HAL,HALLIBURTON,Equity,0.33,49.21,"312,664.00","15,386,195.44","15,386,195.44",Energy,2405302,US4062161017,New York Stock Exchange Inc.
KMI,KINDER MORGAN INC,Equity,0.33,21.74,"692,422.00","15,053,254.28","15,053,254.28",Energy,B3NQ4P8,US49456B1017,New York Stock Exchange Inc.
COF,CAPITAL ONE FINANCIAL CORP,Equity,0.33,86.66,"173,345.00","15,022,077.70","15,022,077.70",Financials,2654461,US14040H1059,New York Stock Exchange Inc.
EMR,EMERSON ELECTRIC,Equity,0.3,59.86,"232,647.00","13,926,249.42","13,926,249.42",Industrials,2313405,US2910111044,New York Stock Exchange Inc.
FOXA,TWENTY FIRST CENTURY FOX INC CLASS,Equity,0.27,32.39,"379,901.00","12,304,993.39","12,304,993.39",Consumer Discretionary,BBM4S68,US90130A1016,NASDAQ
EXC,EXELON CORP,Equity,0.26,35.98,"334,182.00","12,023,868.36","12,023,868.36",Utilities,2670519,US30161N1019,New York Stock Exchange Inc.
TGT,TARGET CORP,Equity,0.24,55.19,"200,307.00","11,054,943.33","11,054,943.33",Consumer Discretionary,2259101,US87612E1064,New York Stock Exchange Inc.
ALL,ALLSTATE CORP,Equity,0.23,81.49,"131,533.00","10,718,624.17","10,718,624.17",Financials,2019952,US0200021014,New York Stock Exchange Inc.
FOX,TWENTY-FIRST CENTURY FOX INC CLASS,Equity,0.12,31.78,"176,463.00","5,607,994.14","5,607,994.14",Consumer Discretionary,BBM4S80,US90130A2006,NASDAQ
BLKFDS,BLK CSH FND TREASURY SL AGENCY,Money Market,0.11,1,"5,212,955.00","5,212,955.17","5,212,955.17",Cash and/or Derivatives,-,US0669224778,-
USD,USD CASH,Cash,0.08,100,"3,618,380.00","3,618,380.00","3,618,380.00",Cash and/or Derivatives,-,-,-
MSFUT,CASH COLLATERAL MSFUT USD,Cash Collateral and Margins,0.01,100,"394,640.00","394,640.00","394,640.00",Cash and/or Derivatives,-,-,-
ESM7,S&P500 EMINI JUN 17,Futures,0,"2,359.20",71,0,"8,375,160.00",Cash and/or Derivatives,-,-,Index And Options Market
 ,,,,,,,,,,,
